customer_id,email_timestamp,email_type
426,2023-01-20,update
426,2023-01-08,newsletter
427,2023-01-31,reactivation
427,2023-01-13,newsletter
427,2023-01-24,newsletter
427,2023-02-07,reactivation
431,2023-01-26,reactivation
431,2023-01-21,update
431,2023-02-06,update
431,2023-01-16,reactivation
435,2023-01-31,reactivation
435,2023-01-24,newsletter
435,2023-01-19,reactivation
437,2023-01-30,reactivation
438,2023-02-04,reactivation
438,2023-02-09,promo
438,2023-01-16,newsletter
442,2023-01-16,reactivation
442,2023-01-28,reactivation
442,2023-01-13,newsletter
443,2023-02-22,reactivation
446,2023-02-04,reactivation
446,2023-02-15,newsletter
446,2023-02-18,reactivation
449,2023-02-05,reactivation
449,2023-01-30,reactivation
452,2023-02-02,reactivation
452,2023-02-02,promo
452,2023-02-03,promo
452,2023-02-01,promo
455,2023-01-19,reactivation
455,2023-01-23,newsletter
455,2023-01-17,update
464,2023-01-27,reactivation
464,2023-02-14,reactivation
464,2023-02-02,update
468,2023-01-22,reactivation
471,2023-01-24,reactivation
471,2023-02-11,update
472,2023-02-07,reactivation
472,2023-02-16,reactivation
472,2023-01-29,newsletter
472,2023-01-24,update
474,2023-02-22,reactivation
480,2023-01-30,reactivation
482,2023-02-05,reactivation
482,2023-01-14,newsletter
489,2023-01-31,reactivation
489,2023-01-31,promo
493,2023-02-20,reactivation
493,2023-01-30,promo
493,2023-02-04,promo
493,2023-02-14,update
494,2023-02-21,reactivation
498,2023-01-17,reactivation
498,2023-01-16,reactivation
498,2023-01-14,update
498,2023-01-13,reactivation
502,2023-02-15,reactivation
502,2023-02-18,promo
504,2023-01-29,reactivation
507,2023-02-06,reactivation
508,2023-01-26,reactivation
508,2023-02-19,promo
508,2023-01-26,reactivation
509,2023-02-19,reactivation
509,2023-02-12,promo
509,2023-02-03,reactivation
515,2023-02-17,reactivation
515,2023-02-19,update
516,2023-01-31,reactivation
516,2023-01-24,update
516,2023-02-05,newsletter
517,2023-01-23,reactivation
519,2023-01-11,reactivation
519,2023-01-21,promo
519,2023-01-22,update
519,2023-02-06,newsletter
520,2023-01-28,reactivation
520,2023-02-02,promo
520,2023-01-28,reactivation
520,2023-02-07,update
523,2023-01-30,reactivation
523,2023-02-19,reactivation
523,2023-02-10,reactivation
523,2023-02-14,newsletter
526,2023-01-06,reactivation
529,2023-01-12,reactivation
532,2023-01-22,reactivation
532,2023-02-04,update
532,2023-02-13,reactivation
532,2023-01-24,update
536,2023-02-04,reactivation
536,2023-01-16,promo
536,2023-01-28,update
536,2023-02-03,update
537,2023-01-23,reactivation
539,2023-02-04,reactivation
539,2023-01-15,update
540,2023-01-12,reactivation
540,2023-01-18,promo
540,2023-01-08,promo
540,2023-01-16,update
544,2023-01-27,reactivation
544,2023-01-28,update
547,2023-01-31,reactivation
550,2023-01-27,reactivation
550,2023-02-12,newsletter
550,2023-02-10,newsletter
550,2023-02-15,newsletter
560,2023-01-28,reactivation
560,2023-01-11,update
560,2023-01-11,promo
561,2023-02-03,reactivation
561,2023-01-25,reactivation
561,2023-01-25,reactivation
561,2023-02-12,update
564,2023-02-06,reactivation
564,2023-02-18,newsletter
564,2023-01-31,newsletter
566,2023-01-27,reactivation
570,2023-01-05,reactivation
570,2023-01-12,update
570,2023-01-30,update
570,2023-01-19,newsletter
572,2023-02-04,reactivation
572,2023-02-25,reactivation
572,2023-02-01,update
574,2023-01-29,reactivation
574,2023-01-14,newsletter
574,2023-01-11,promo
575,2023-01-29,reactivation
575,2023-01-29,newsletter
575,2023-02-05,update
575,2023-01-25,update
576,2023-02-02,reactivation
578,2023-01-31,reactivation
578,2023-02-21,newsletter
582,2023-01-24,reactivation
582,2023-01-29,promo
582,2023-01-03,newsletter
584,2023-02-05,reactivation
584,2023-01-11,update
584,2023-02-03,promo
584,2023-01-10,update
590,2023-02-15,reactivation
590,2023-02-22,reactivation
590,2023-02-13,newsletter
591,2023-02-13,reactivation
591,2023-02-11,reactivation
591,2023-01-25,newsletter
591,2023-02-16,newsletter
594,2023-02-06,reactivation
594,2023-02-01,newsletter
594,2023-02-03,update
594,2023-01-21,promo
595,2023-01-12,reactivation
595,2023-01-27,reactivation
597,2023-02-19,reactivation
597,2023-02-04,reactivation
597,2023-02-02,promo
601,2023-01-27,reactivation
602,2023-02-09,reactivation
602,2023-02-03,update
602,2023-02-02,promo
602,2023-01-31,update
603,2023-01-26,reactivation
603,2023-02-21,newsletter
603,2023-02-06,update
604,2023-01-22,reactivation
604,2023-02-03,newsletter
604,2023-02-03,update
608,2023-01-28,reactivation
608,2023-02-15,update
608,2023-02-08,promo
608,2023-02-10,reactivation
613,2023-02-23,reactivation
618,2023-01-12,reactivation
622,2023-02-09,reactivation
629,2023-01-05,reactivation
629,2023-01-17,reactivation
629,2023-01-22,update
629,2023-01-18,reactivation
632,2023-02-02,reactivation
632,2023-01-19,newsletter
632,2023-01-13,update
633,2023-01-31,reactivation
633,2023-02-03,update
633,2023-01-31,promo
633,2023-02-22,update
639,2023-01-31,reactivation
639,2023-01-28,update
639,2023-01-02,promo
639,2023-01-27,newsletter
640,2023-02-03,reactivation
640,2023-02-23,promo
640,2023-02-04,update
641,2023-01-30,reactivation
641,2023-02-27,update
648,2023-01-13,reactivation
653,2023-01-13,reactivation
658,2023-02-15,reactivation
658,2023-02-15,promo
658,2023-01-30,newsletter
660,2023-02-07,reactivation
660,2023-02-17,update
660,2023-02-06,update
660,2023-02-26,reactivation
665,2023-01-09,reactivation
665,2023-01-25,update
665,2023-01-28,newsletter
665,2023-01-17,promo
666,2023-01-25,reactivation
666,2023-01-19,reactivation
670,2023-01-28,reactivation
670,2023-01-15,update
672,2023-02-11,reactivation
672,2023-02-02,newsletter
672,2023-01-26,newsletter
675,2023-01-17,reactivation
676,2023-02-02,reactivation
677,2023-02-07,reactivation
680,2023-01-10,reactivation
680,2023-01-29,reactivation
682,2023-01-24,reactivation
682,2023-02-16,newsletter
682,2023-02-07,promo
682,2023-01-29,newsletter
685,2023-01-11,reactivation
685,2023-01-08,newsletter
686,2023-02-05,reactivation
686,2023-01-20,reactivation
686,2023-01-20,reactivation
686,2023-02-10,newsletter
689,2023-02-03,reactivation
691,2023-01-23,reactivation
692,2023-02-03,reactivation
692,2023-01-24,reactivation
692,2023-01-08,newsletter
692,2023-01-14,promo
693,2023-01-29,reactivation
693,2023-01-29,update
699,2023-02-10,reactivation
699,2023-02-07,newsletter
699,2023-01-24,reactivation
705,2023-02-06,reactivation
705,2023-01-12,update
705,2023-01-14,update
705,2023-02-01,reactivation
706,2023-01-28,reactivation
706,2023-01-20,update
707,2023-02-10,reactivation
707,2023-02-19,update
707,2023-02-15,newsletter
709,2023-01-22,reactivation
709,2023-01-13,newsletter
710,2023-01-18,reactivation
713,2023-02-02,reactivation
713,2023-02-06,reactivation
713,2023-01-27,promo
714,2023-02-04,reactivation
719,2023-02-05,reactivation
720,2023-01-24,reactivation
722,2023-01-16,reactivation
722,2023-02-06,promo
723,2023-01-31,reactivation
724,2023-01-11,reactivation
724,2023-01-21,newsletter
725,2023-01-22,reactivation
725,2023-02-12,newsletter
732,2023-01-12,reactivation
732,2023-01-19,newsletter
732,2023-01-06,promo
734,2023-02-12,reactivation
734,2023-02-21,update
734,2023-02-11,update
735,2023-01-28,reactivation
735,2023-01-25,newsletter
736,2023-01-17,reactivation
736,2023-01-08,promo
736,2023-01-10,newsletter
738,2023-01-25,reactivation
738,2023-02-09,update
738,2023-01-25,promo
738,2023-02-07,promo
739,2023-01-29,reactivation
742,2023-02-09,reactivation
742,2023-02-02,promo
742,2023-02-07,reactivation
742,2023-02-10,newsletter
745,2023-01-31,reactivation
750,2023-02-09,reactivation
750,2023-02-04,promo
750,2023-02-10,promo
757,2023-01-23,reactivation
757,2023-01-26,newsletter
757,2023-02-17,promo
757,2023-02-05,newsletter
759,2023-01-19,reactivation
759,2023-01-14,newsletter
759,2023-02-02,promo
762,2023-01-18,reactivation
762,2023-02-07,promo
762,2023-01-17,reactivation
763,2023-02-01,reactivation
763,2023-01-10,promo
763,2023-01-16,update
764,2023-02-18,reactivation
764,2023-01-28,reactivation
764,2023-02-02,promo
766,2023-02-01,reactivation
766,2023-01-22,reactivation
767,2023-02-14,reactivation
767,2023-02-11,reactivation
767,2023-02-10,update
768,2023-02-05,reactivation
768,2023-02-21,promo
768,2023-02-01,newsletter
768,2023-01-27,update
769,2023-01-20,reactivation
769,2023-01-27,update
769,2023-01-22,reactivation
769,2023-02-02,newsletter
770,2023-01-25,reactivation
770,2023-01-19,newsletter
770,2023-01-25,reactivation
771,2023-01-30,reactivation
771,2023-02-19,reactivation
771,2023-02-28,update
772,2023-01-06,reactivation
772,2023-01-28,update
772,2023-01-03,reactivation
774,2023-02-13,reactivation
774,2023-01-24,reactivation
774,2023-02-08,reactivation
779,2023-02-09,reactivation
779,2023-01-26,promo
779,2023-01-27,promo
779,2023-01-29,reactivation
793,2023-02-13,reactivation
793,2023-02-17,reactivation
793,2023-02-10,promo
798,2023-02-04,reactivation
798,2023-02-16,reactivation
798,2023-02-15,promo
798,2023-02-08,reactivation
800,2023-01-29,reactivation
801,2023-01-29,reactivation
809,2023-01-29,reactivation
813,2023-02-08,reactivation
816,2023-01-19,reactivation
816,2023-01-17,reactivation
816,2023-01-18,promo
816,2023-02-07,reactivation
817,2023-02-06,reactivation
827,2023-01-14,reactivation
833,2023-01-18,reactivation
835,2023-01-17,reactivation
837,2023-01-28,reactivation
837,2023-01-25,update
837,2023-01-14,newsletter
841,2023-02-14,reactivation
841,2023-02-10,reactivation
843,2023-01-21,reactivation
843,2023-02-07,newsletter
844,2023-02-05,reactivation
844,2023-01-30,reactivation
844,2023-02-01,newsletter
844,2023-02-03,update
846,2023-01-27,reactivation
846,2023-01-29,update
846,2023-01-26,reactivation
846,2023-01-27,promo
847,2023-01-26,reactivation
849,2023-02-12,reactivation
849,2023-02-11,newsletter
852,2023-01-10,reactivation
857,2023-01-11,reactivation
857,2023-01-16,reactivation
857,2023-01-31,newsletter
857,2023-01-24,update
860,2023-01-25,reactivation
860,2023-01-13,promo
861,2023-02-18,reactivation
861,2023-02-10,promo
862,2023-02-10,reactivation
862,2023-02-02,newsletter
862,2023-02-15,reactivation
865,2023-02-05,reactivation
865,2023-02-27,promo
866,2023-01-17,reactivation
866,2023-01-30,newsletter
866,2023-01-27,update
866,2023-01-09,reactivation
869,2023-01-30,reactivation
869,2023-01-22,promo
869,2023-02-13,reactivation
870,2023-02-10,reactivation
870,2023-02-24,reactivation
872,2023-01-10,reactivation
876,2023-02-09,reactivation
877,2023-01-26,reactivation
877,2023-01-29,reactivation
877,2023-02-05,update
877,2023-02-01,promo
879,2023-02-27,reactivation
880,2023-01-15,reactivation
882,2023-02-07,reactivation
882,2023-02-05,update
882,2023-02-17,update
882,2023-02-17,promo
884,2023-02-13,reactivation
885,2023-01-24,reactivation
885,2023-01-16,reactivation
885,2023-02-02,update
886,2023-01-29,reactivation
886,2023-02-01,newsletter
886,2023-02-04,newsletter
886,2023-02-11,promo
887,2023-02-08,reactivation
887,2023-02-05,reactivation
887,2023-02-13,reactivation
887,2023-02-12,newsletter
890,2023-01-21,reactivation
898,2023-01-21,reactivation
899,2023-02-12,reactivation
903,2023-01-25,reactivation
903,2023-01-20,reactivation
903,2023-01-26,newsletter
906,2023-02-01,reactivation
906,2023-02-01,reactivation
906,2023-01-27,promo
906,2023-02-04,newsletter
907,2023-02-26,reactivation
907,2023-02-07,promo
910,2023-02-09,reactivation
910,2023-02-06,promo
910,2023-02-10,reactivation
912,2023-01-22,reactivation
915,2023-02-01,reactivation
915,2023-01-18,newsletter
915,2023-01-14,promo
915,2023-01-30,reactivation
918,2023-01-31,reactivation
918,2023-02-05,update
919,2023-01-27,reactivation
919,2023-02-17,update
922,2023-02-07,reactivation
922,2023-01-28,newsletter
922,2023-02-05,reactivation
922,2023-02-02,reactivation
923,2023-02-04,reactivation
923,2023-02-07,reactivation
923,2023-02-04,newsletter
926,2023-01-30,reactivation
926,2023-01-28,reactivation
926,2023-02-14,promo
926,2023-02-22,newsletter
927,2023-02-18,reactivation
927,2023-01-29,reactivation
929,2023-01-18,reactivation
930,2023-02-14,reactivation
930,2023-02-15,promo
930,2023-02-17,promo
931,2023-01-23,reactivation
931,2023-01-26,update
931,2023-01-15,promo
931,2023-01-24,promo
932,2023-01-11,reactivation
932,2023-01-16,reactivation
932,2023-01-12,update
932,2023-02-04,newsletter
937,2023-01-21,reactivation
937,2023-01-25,reactivation
946,2023-01-31,reactivation
946,2023-02-05,update
947,2023-01-30,reactivation
947,2023-02-16,reactivation
947,2023-01-30,update
952,2023-01-23,reactivation
955,2023-02-06,reactivation
955,2023-01-25,newsletter
955,2023-01-17,promo
955,2023-02-06,promo
957,2023-01-28,reactivation
957,2023-01-23,promo
957,2023-01-19,newsletter
957,2023-01-11,promo
959,2023-02-09,reactivation
964,2023-02-11,reactivation
964,2023-02-18,promo
964,2023-02-02,reactivation
964,2023-01-24,update
968,2023-01-16,reactivation
968,2023-01-23,newsletter
972,2023-02-09,reactivation
972,2023-02-07,newsletter
972,2023-01-30,update
976,2023-01-25,reactivation
976,2023-02-17,promo
976,2023-01-23,update
977,2023-02-02,reactivation
978,2023-02-27,reactivation
978,2023-02-19,reactivation
978,2023-02-02,update
979,2023-01-03,reactivation
979,2023-01-16,promo
979,2023-01-24,reactivation
980,2023-02-01,reactivation
983,2023-02-03,reactivation
983,2023-02-20,promo
984,2023-01-11,reactivation
984,2023-01-31,promo
987,2023-02-06,reactivation
987,2023-01-20,update
988,2023-01-20,reactivation
997,2023-01-20,reactivation
997,2023-02-03,promo
1002,2023-02-08,reactivation
1002,2023-02-04,update
1008,2023-02-12,reactivation
1008,2023-02-28,reactivation
1008,2023-02-28,promo
1008,2023-03-01,promo
1009,2023-01-15,reactivation
1009,2023-01-28,update
1009,2023-01-31,promo
1010,2023-02-01,reactivation
1010,2023-02-04,newsletter
1011,2023-01-08,reactivation
1011,2023-01-17,newsletter
1011,2023-01-13,promo
1013,2023-02-06,reactivation
1014,2023-02-12,reactivation
1014,2023-01-31,update
1014,2023-02-20,update
1014,2023-01-29,newsletter
1024,2023-02-03,reactivation
1024,2023-01-22,promo
1024,2023-01-26,promo
1024,2023-01-25,update
1034,2023-01-17,reactivation
1034,2023-01-18,reactivation
1034,2023-02-02,reactivation
1034,2023-01-28,update
1035,2023-02-21,reactivation
1038,2023-02-05,reactivation
1038,2023-02-15,promo
1039,2023-02-04,reactivation
1039,2023-02-02,promo
1042,2023-02-19,reactivation
1042,2023-02-17,promo
1044,2023-02-05,reactivation
1046,2023-01-19,reactivation
1046,2023-01-27,reactivation
1046,2023-01-29,update
1046,2023-02-10,reactivation
1050,2023-01-06,reactivation
1055,2023-02-13,reactivation
1055,2023-02-07,reactivation
1055,2023-01-28,reactivation
1061,2023-02-15,reactivation
1061,2023-02-12,promo
1061,2023-02-24,reactivation
1066,2023-02-16,reactivation
1070,2023-02-13,reactivation
1071,2023-02-07,reactivation
1071,2023-01-26,update
1073,2023-01-29,reactivation
1073,2023-02-19,newsletter
1075,2023-02-16,reactivation
1075,2023-02-05,reactivation
1075,2023-02-21,update
1077,2023-01-09,reactivation
1077,2023-01-08,reactivation
1078,2023-01-21,reactivation
1078,2023-01-30,reactivation
1081,2023-01-29,reactivation
1082,2023-01-14,reactivation
1082,2023-01-26,reactivation
1086,2023-01-17,reactivation
1086,2023-01-06,reactivation
1086,2023-01-14,update
1086,2023-01-20,newsletter
1088,2023-02-04,reactivation
1088,2023-02-05,promo
1090,2023-02-20,reactivation
1090,2023-02-14,reactivation
1090,2023-02-06,newsletter
1090,2023-02-13,reactivation
1099,2023-01-19,reactivation
1099,2023-02-10,newsletter
1103,2023-02-01,reactivation
1103,2023-02-08,newsletter
1106,2023-02-09,reactivation
1106,2023-02-03,promo
1106,2023-02-15,reactivation
1106,2023-02-12,update
1107,2023-01-27,reactivation
1107,2023-01-14,update
1107,2023-01-18,reactivation
1110,2023-02-05,reactivation
1110,2023-02-18,update
1110,2023-01-27,reactivation
1110,2023-02-01,update
1112,2023-02-15,reactivation
1114,2023-01-27,reactivation
1114,2023-02-14,promo
1114,2023-01-28,update
1114,2023-01-28,promo
1115,2023-01-25,reactivation
1115,2023-02-08,update
1116,2023-01-08,reactivation
1116,2023-01-13,promo
1116,2023-01-24,newsletter
1117,2023-02-01,reactivation
1117,2023-01-26,update
1117,2023-01-20,reactivation
1118,2023-02-04,reactivation
1118,2023-01-19,promo
1122,2023-02-13,reactivation
1122,2023-02-21,newsletter
1122,2023-02-07,promo
1123,2023-01-16,reactivation
1123,2023-02-12,update
1123,2023-01-26,update
1123,2023-02-02,newsletter
1125,2023-02-01,reactivation
1125,2023-02-19,promo
1125,2023-02-15,promo
1126,2023-02-01,reactivation
1126,2023-01-31,reactivation
1126,2023-02-26,newsletter
1126,2023-02-06,reactivation
1128,2023-01-24,reactivation
1131,2023-01-12,reactivation
1131,2023-01-26,newsletter
1131,2023-01-26,newsletter
1131,2023-01-05,newsletter
1133,2023-02-12,reactivation
1133,2023-02-01,reactivation
1133,2023-01-20,promo
1133,2023-01-22,reactivation
1134,2023-02-05,reactivation
1135,2023-02-09,reactivation
1135,2023-02-10,reactivation
1135,2023-02-19,newsletter
1137,2023-01-12,reactivation
1137,2023-01-31,update
1137,2023-01-21,newsletter
1142,2023-01-16,reactivation
1142,2023-01-18,update
1143,2023-02-14,reactivation
1143,2023-02-02,newsletter
1143,2023-01-30,newsletter
1143,2023-02-06,newsletter
1147,2023-02-01,reactivation
1149,2023-02-04,reactivation
1151,2023-01-16,reactivation
1154,2023-02-26,reactivation
1157,2023-03-01,reactivation
1157,2023-02-01,promo
1158,2023-02-07,reactivation
1158,2023-02-06,reactivation
1158,2023-01-30,newsletter
1158,2023-02-10,update
1160,2023-01-28,reactivation
1160,2023-01-08,update
1168,2023-02-08,reactivation
1168,2023-02-16,newsletter
1168,2023-02-22,reactivation
1172,2023-01-22,reactivation
1172,2023-01-29,update
1172,2023-02-05,reactivation
1172,2023-01-27,reactivation
1176,2023-02-26,reactivation
1176,2023-02-17,promo
1180,2023-01-13,reactivation
1182,2023-02-01,reactivation
1182,2023-01-26,promo
1182,2023-01-25,newsletter
1182,2023-02-20,promo
1185,2023-01-18,reactivation
1185,2023-01-28,promo
1185,2023-01-08,newsletter
1186,2023-01-17,reactivation
1186,2023-02-01,newsletter
1186,2023-02-11,promo
1187,2023-02-17,reactivation
1187,2023-01-30,reactivation
1187,2023-02-16,update
1187,2023-02-27,promo
1188,2023-01-09,reactivation
1190,2023-01-21,reactivation
1190,2023-01-16,newsletter
1190,2023-01-18,reactivation
1193,2023-01-31,reactivation
1193,2023-02-11,promo
1200,2023-01-13,reactivation
1201,2023-01-04,reactivation
1201,2023-01-27,reactivation
1201,2023-01-13,reactivation
1201,2023-01-15,reactivation
1202,2023-01-15,reactivation
1202,2023-01-19,reactivation
1202,2023-01-14,reactivation
1202,2023-01-26,newsletter
1204,2023-01-22,reactivation
1204,2023-01-24,promo
1204,2023-02-03,newsletter
1206,2023-02-14,reactivation
1208,2023-01-09,reactivation
1212,2023-02-08,reactivation
1212,2023-02-10,update
1214,2023-01-21,reactivation
1216,2023-01-18,reactivation
1216,2023-01-29,update
1216,2023-02-08,newsletter
1216,2023-01-30,update
1217,2023-01-09,reactivation
1217,2023-01-20,reactivation
1218,2023-02-09,reactivation
1218,2023-02-04,promo
1218,2023-02-11,reactivation
1221,2023-01-21,reactivation
1221,2023-01-16,reactivation
1222,2023-02-05,reactivation
1222,2023-02-15,reactivation
1223,2023-02-04,reactivation
